,Player,born,height,weight,Year
7045,Larry Hennessy,1929.0,190.0,83.0,1957
7050,Johnny Horan,1932.0,203.0,86.0,1956
7054,Jim Loscutoff,1930.0,196.0,99.0,1956
7055,Jim Loscutoff,1930.0,196.0,99.0,1957
7056,Jim Loscutoff,1930.0,196.0,99.0,1958
7057,Jim Loscutoff,1930.0,196.0,99.0,1959
7058,Jim Loscutoff,1930.0,196.0,99.0,1960
7059,Jim Loscutoff,1930.0,196.0,99.0,1961
7060,Jim Loscutoff,1930.0,196.0,99.0,1962
7061,Jim Loscutoff,1930.0,196.0,99.0,1963
7062,Jim Loscutoff,1930.0,196.0,99.0,1964
7135,Chuck Mencel,1933.0,183.0,76.0,1956
7136,Chuck Mencel,1933.0,183.0,76.0,1957
7139,Chuck Noble,1931.0,193.0,86.0,1956
7140,Chuck Noble,1931.0,193.0,86.0,1957
7141,Chuck Noble,1931.0,193.0,86.0,1958
7142,Chuck Noble,1931.0,193.0,86.0,1959
7143,Chuck Noble,1931.0,193.0,86.0,1960
7144,Chuck Noble,1931.0,193.0,86.0,1961
7145,Chuck Noble,1931.0,193.0,86.0,1962
7188,Med Park,1933.0,188.0,92.0,1956
7189,Med Park,1933.0,188.0,92.0,1957
7190,Med Park,1933.0,188.0,92.0,1958
7191,Med Park,1933.0,188.0,92.0,1959
7193,Med Park,1933.0,188.0,92.0,1960
7224,Richie Regan,1930.0,188.0,81.0,1956
7225,Richie Regan,1930.0,188.0,81.0,1957
7226,Richie Regan,1930.0,188.0,81.0,1958
7233,Dick Ricketts,1933.0,201.0,97.0,1956
7235,Dick Ricketts,1933.0,201.0,97.0,1957
7236,Dick Ricketts,1933.0,201.0,97.0,1958
7249,Bob Santini,1935.0,196.0,86.0,1956
7250,Kenny Sears,1933.0,206.0,89.0,1956
7251,Kenny Sears,1933.0,206.0,89.0,1957
7252,Kenny Sears,1933.0,206.0,89.0,1958
7253,Kenny Sears,1933.0,206.0,89.0,1959
7254,Kenny Sears,1933.0,206.0,89.0,1960
7255,Kenny Sears,1933.0,206.0,89.0,1961
7256,Kenny Sears,1933.0,206.0,89.0,1963
7258,Kenny Sears,1933.0,206.0,89.0,1964
7331,Jack Stephens,1933.0,190.0,83.0,1956
7332,Maurice Stokes,1933.0,201.0,105.0,1956
7333,Maurice Stokes,1933.0,201.0,105.0,1957
7334,Maurice Stokes,1933.0,201.0,105.0,1958
7341,Jack Twyman,1934.0,198.0,95.0,1956
7342,Jack Twyman,1934.0,198.0,95.0,1957
7343,Jack Twyman,1934.0,198.0,95.0,1958
7344,Jack Twyman,1934.0,198.0,95.0,1959
7345,Jack Twyman,1934.0,198.0,95.0,1960
7346,Jack Twyman,1934.0,198.0,95.0,1961
7347,Jack Twyman,1934.0,198.0,95.0,1962
7348,Jack Twyman,1934.0,198.0,95.0,1963
7349,Jack Twyman,1934.0,198.0,95.0,1964
7350,Jack Twyman,1934.0,198.0,95.0,1965
7351,Jack Twyman,1934.0,198.0,95.0,1966
7462,Bob Williams,1931.0,198.0,104.0,1956
7463,Bob Williams,1931.0,198.0,104.0,1957
7466,Forest Able,1932.0,190.0,81.0,1957
7467,Bob Armstrong,1933.0,203.0,99.0,1957
7468,John Barber,1927.0,198.0,95.0,1957
7469,Gary Bergen,1932.0,203.0,95.0,1957
7470,Al Bianchi,1932.0,190.0,83.0,1957
7471,Al Bianchi,1932.0,190.0,83.0,1958
7472,Al Bianchi,1932.0,190.0,83.0,1959
7473,Al Bianchi,1932.0,190.0,83.0,1960
7474,Al Bianchi,1932.0,190.0,83.0,1961
7475,Al Bianchi,1932.0,190.0,83.0,1962
7476,Al Bianchi,1932.0,190.0,83.0,1963
7477,Al Bianchi,1932.0,190.0,83.0,1964
7478,Al Bianchi,1932.0,190.0,83.0,1965
7479,Al Bianchi,1932.0,190.0,83.0,1966
7570,Bob Burrow,1934.0,201.0,103.0,1957
7571,Bob Burrow,1934.0,201.0,103.0,1958
7574,Si Green,1933.0,188.0,83.0,1957
7575,Si Green,1933.0,188.0,83.0,1959
7577,Si Green,1933.0,188.0,83.0,1960
7578,Si Green,1933.0,188.0,83.0,1961
7579,Si Green,1933.0,188.0,83.0,1962
7581,Si Green,1933.0,188.0,83.0,1963
7582,Si Green,1933.0,188.0,83.0,1964
7583,Si Green,1933.0,188.0,83.0,1965
7584,Si Green,1933.0,188.0,83.0,1966
7673,Richie Guerin,1932.0,193.0,88.0,1957
7674,Richie Guerin,1932.0,193.0,88.0,1958
7675,Richie Guerin,1932.0,193.0,88.0,1959
7676,Richie Guerin,1932.0,193.0,88.0,1960
7677,Richie Guerin,1932.0,193.0,88.0,1961
7678,Richie Guerin,1932.0,193.0,88.0,1962
7679,Richie Guerin,1932.0,193.0,88.0,1963
7680,Richie Guerin,1932.0,193.0,88.0,1964
7682,Richie Guerin,1932.0,193.0,88.0,1965
7683,Richie Guerin,1932.0,193.0,88.0,1966
7684,Richie Guerin,1932.0,193.0,88.0,1967
7685,Richie Guerin,1932.0,193.0,88.0,1969
7686,Richie Guerin,1932.0,193.0,88.0,1970
7869,Cliff Hagan,1931.0,193.0,95.0,1957
7870,Cliff Hagan,1931.0,193.0,95.0,1958
7871,Cliff Hagan,1931.0,193.0,95.0,1959
7872,Cliff Hagan,1931.0,193.0,95.0,1960
7873,Cliff Hagan,1931.0,193.0,95.0,1961
7874,Cliff Hagan,1931.0,193.0,95.0,1962
7875,Cliff Hagan,1931.0,193.0,95.0,1963
7876,Cliff Hagan,1931.0,193.0,95.0,1964
7877,Cliff Hagan,1931.0,193.0,95.0,1965
7878,Cliff Hagan,1931.0,193.0,95.0,1966
7879,Cliff Hagan,1931.0,193.0,95.0,1968
7880,Cliff Hagan,1931.0,193.0,95.0,1969
7881,Cliff Hagan,1931.0,193.0,95.0,1970
7999,Tom Heinsohn,1934.0,201.0,98.0,1957
8000,Tom Heinsohn,1934.0,201.0,98.0,1958
8001,Tom Heinsohn,1934.0,201.0,98.0,1959
8002,Tom Heinsohn,1934.0,201.0,98.0,1960
8003,Tom Heinsohn,1934.0,201.0,98.0,1961
8004,Tom Heinsohn,1934.0,201.0,98.0,1962
8005,Tom Heinsohn,1934.0,201.0,98.0,1963
8006,Tom Heinsohn,1934.0,201.0,98.0,1964
8007,Tom Heinsohn,1934.0,201.0,98.0,1965
8080,Joe Holup,1934.0,198.0,97.0,1957
8081,Joe Holup,1934.0,198.0,97.0,1958
8083,Joe Holup,1934.0,198.0,97.0,1959
8096,Bob Hopkins,1934.0,203.0,92.0,1957
8097,Bob Hopkins,1934.0,203.0,92.0,1958
8098,Bob Hopkins,1934.0,203.0,92.0,1959
8099,Bob Hopkins,1934.0,203.0,92.0,1960
8112,Phil Jordon,1933.0,208.0,92.0,1957
8113,Phil Jordon,1933.0,208.0,92.0,1958
8115,Phil Jordon,1933.0,208.0,92.0,1959
8116,Phil Jordon,1933.0,208.0,92.0,1960
8117,Phil Jordon,1933.0,208.0,92.0,1961
8119,Phil Jordon,1933.0,208.0,92.0,1962
8120,Phil Jordon,1933.0,208.0,92.0,1963
8193,Slick Leonard,1932.0,190.0,83.0,1957
8194,Slick Leonard,1932.0,190.0,83.0,1958
8195,Slick Leonard,1932.0,190.0,83.0,1959
8196,Slick Leonard,1932.0,190.0,83.0,1960
8197,Slick Leonard,1932.0,190.0,83.0,1961
8198,Slick Leonard,1932.0,190.0,83.0,1962
8199,Slick Leonard,1932.0,190.0,83.0,1963
8242,Johnny McCarthy,1934.0,185.0,83.0,1957
8243,Johnny McCarthy,1934.0,185.0,83.0,1959
8244,Johnny McCarthy,1934.0,185.0,83.0,1960
8245,Johnny McCarthy,1934.0,185.0,83.0,1961
8246,Johnny McCarthy,1934.0,185.0,83.0,1962
8247,Johnny McCarthy,1934.0,185.0,83.0,1964
8278,Willie Naulls,1934.0,198.0,102.0,1957
8280,Willie Naulls,1934.0,198.0,102.0,1958
8281,Willie Naulls,1934.0,198.0,102.0,1959
8282,Willie Naulls,1934.0,198.0,102.0,1960
8283,Willie Naulls,1934.0,198.0,102.0,1961
8284,Willie Naulls,1934.0,198.0,102.0,1962
8285,Willie Naulls,1934.0,198.0,102.0,1963
8287,Willie Naulls,1934.0,198.0,102.0,1964
8288,Willie Naulls,1934.0,198.0,102.0,1965
8289,Willie Naulls,1934.0,198.0,102.0,1966
8422,Jim Paxson,1932.0,198.0,90.0,1957
8423,Jim Paxson,1932.0,198.0,90.0,1958
8426,Dave Piontek,1934.0,198.0,104.0,1957
8427,Dave Piontek,1934.0,198.0,104.0,1958
8428,Dave Piontek,1934.0,198.0,104.0,1959
8429,Dave Piontek,1934.0,198.0,104.0,1960
8431,Dave Piontek,1934.0,198.0,104.0,1961
8432,Dave Piontek,1934.0,198.0,104.0,1962
8433,Dave Piontek,1934.0,198.0,104.0,1963
8490,Bill Russell,1934.0,208.0,97.0,1957
8491,Bill Russell,1934.0,208.0,97.0,1958
8492,Bill Russell,1934.0,208.0,97.0,1959
8493,Bill Russell,1934.0,208.0,97.0,1960
8494,Bill Russell,1934.0,208.0,97.0,1961
8495,Bill Russell,1934.0,208.0,97.0,1962
8496,Bill Russell,1934.0,208.0,97.0,1963
8497,Bill Russell,1934.0,208.0,97.0,1964
8498,Bill Russell,1934.0,208.0,97.0,1965
8499,Bill Russell,1934.0,208.0,97.0,1966
8500,Bill Russell,1934.0,208.0,97.0,1967
8501,Bill Russell,1934.0,208.0,97.0,1968
8502,Bill Russell,1934.0,208.0,97.0,1969
8659,Ron Shavlik,1933.0,203.0,90.0,1957
8660,Ron Shavlik,1933.0,203.0,90.0,1958
8663,Ron Sobie,1934.0,190.0,83.0,1957
8664,Ron Sobie,1934.0,190.0,83.0,1958
8665,Ron Sobie,1934.0,190.0,83.0,1959
8666,Ron Sobie,1934.0,190.0,83.0,1960
8688,Bill Thieben,1935.0,201.0,97.0,1957
8689,Bill Thieben,1935.0,201.0,97.0,1958
8692,Lou Tsioropoulos,1930.0,196.0,86.0,1957
8693,Lou Tsioropoulos,1930.0,196.0,86.0,1958
8694,Lou Tsioropoulos,1930.0,196.0,86.0,1959
8701,Doug Bolstorff,1931.0,193.0,88.0,1958
8702,George Brown,1935.0,198.0,86.0,1958
8703,Dick Duckett,1933.0,185.0,83.0,1958
8704,Pat Dunn,1931.0,188.0,77.0,1958
8705,Bill Ebben,1935.0,193.0,86.0,1958
8706,Bo Erias,1932.0,190.0,99.0,1958
8707,Larry Friend,1935.0,193.0,83.0,1958
8708,McCoy Ingram,1931.0,203.0,95.0,1958
8709,Sam Jones,1933.0,193.0,89.0,1958
8710,Sam Jones,1933.0,193.0,89.0,1959
8711,Sam Jones,1933.0,193.0,89.0,1960
8712,Sam Jones,1933.0,193.0,89.0,1961
8713,Sam Jones,1933.0,193.0,89.0,1962
8714,Sam Jones,1933.0,193.0,89.0,1963
8715,Sam Jones,1933.0,193.0,89.0,1964
8716,Sam Jones,1933.0,193.0,89.0,1965
8717,Sam Jones,1933.0,193.0,89.0,1966
8718,Sam Jones,1933.0,193.0,89.0,1967
8719,Sam Jones,1933.0,193.0,89.0,1968
8720,Sam Jones,1933.0,193.0,89.0,1969
8853,Jim Krebs,1935.0,203.0,104.0,1958
8854,Jim Krebs,1935.0,203.0,104.0,1959
8855,Jim Krebs,1935.0,203.0,104.0,1960
8856,Jim Krebs,1935.0,203.0,104.0,1961
8857,Jim Krebs,1935.0,203.0,104.0,1962
8858,Jim Krebs,1935.0,203.0,104.0,1963
8859,Jim Krebs,1935.0,203.0,104.0,1964
8902,Brendan McCann,1935.0,188.0,80.0,1958
8903,Brendan McCann,1935.0,188.0,80.0,1959
8904,Brendan McCann,1935.0,188.0,80.0,1960
8911,Worthy Patterson,1931.0,188.0,79.0,1958
8912,Jerry Paulson,1935.0,188.0,83.0,1958
8913,Ray Radziszewski,1935.0,196.0,95.0,1958
8914,Woody Sauldsberry,1934.0,201.0,99.0,1958
8915,Woody Sauldsberry,1934.0,201.0,99.0,1959
8916,Woody Sauldsberry,1934.0,201.0,99.0,1960
8917,Woody Sauldsberry,1934.0,201.0,99.0,1961
8918,Woody Sauldsberry,1934.0,201.0,99.0,1962
8920,Woody Sauldsberry,1934.0,201.0,99.0,1963
8922,Woody Sauldsberry,1934.0,201.0,99.0,1966
8977,Guy Sparrow,1932.0,198.0,98.0,1958
8978,Guy Sparrow,1932.0,198.0,98.0,1959
8980,Guy Sparrow,1932.0,198.0,98.0,1960
8993,Charlie Tyra,1935.0,203.0,104.0,1958
8994,Charlie Tyra,1935.0,203.0,104.0,1959
8995,Charlie Tyra,1935.0,203.0,104.0,1960
8996,Charlie Tyra,1935.0,203.0,104.0,1961
8997,Charlie Tyra,1935.0,203.0,104.0,1962
9018,Jim Walsh,1930.0,193.0,88.0,1958
9019,Win Wilfong,1933.0,188.0,83.0,1958
9020,Win Wilfong,1933.0,188.0,83.0,1959
9021,Win Wilfong,1933.0,188.0,83.0,1960
9022,Win Wilfong,1933.0,188.0,83.0,1961
9035,Elgin Baylor,1934.0,196.0,102.0,1959
9036,Elgin Baylor,1934.0,196.0,102.0,1960
9037,Elgin Baylor,1934.0,196.0,102.0,1961
9038,Elgin Baylor,1934.0,196.0,102.0,1962
9039,Elgin Baylor,1934.0,196.0,102.0,1963
9040,Elgin Baylor,1934.0,196.0,102.0,1964
9041,Elgin Baylor,1934.0,196.0,102.0,1965
9042,Elgin Baylor,1934.0,196.0,102.0,1966
9043,Elgin Baylor,1934.0,196.0,102.0,1967
9044,Elgin Baylor,1934.0,196.0,102.0,1968
9045,Elgin Baylor,1934.0,196.0,102.0,1969
9046,Elgin Baylor,1934.0,196.0,102.0,1970
9047,Elgin Baylor,1934.0,196.0,102.0,1971
9048,Elgin Baylor,1934.0,196.0,102.0,1972
9231,Jerry Bird,1935.0,198.0,95.0,1959
9232,Bucky Bockhorn,1933.0,193.0,90.0,1959
9233,Bucky Bockhorn,1933.0,193.0,90.0,1960
9234,Bucky Bockhorn,1933.0,193.0,90.0,1961
9235,Bucky Bockhorn,1933.0,193.0,90.0,1962
9236,Bucky Bockhorn,1933.0,193.0,90.0,1963
9237,Bucky Bockhorn,1933.0,193.0,90.0,1964
9238,Bucky Bockhorn,1933.0,193.0,90.0,1965
9281,Pete Brennan,1936.0,198.0,92.0,1959
9282,Barney Cable,1935.0,201.0,79.0,1959
9283,Barney Cable,1935.0,201.0,79.0,1960
9285,Barney Cable,1935.0,201.0,79.0,1961
9286,Barney Cable,1935.0,201.0,79.0,1962
9288,Barney Cable,1935.0,201.0,79.0,1963
9290,Barney Cable,1935.0,201.0,79.0,1964
9363,Archie Dees,1936.0,203.0,92.0,1959
9364,Archie Dees,1936.0,203.0,92.0,1960
9365,Archie Dees,1936.0,203.0,92.0,1961
9366,Archie Dees,1936.0,203.0,92.0,1962
9378,Connie Dierking,1936.0,206.0,100.0,1959
9379,Connie Dierking,1936.0,206.0,100.0,1960
9380,Connie Dierking,1936.0,206.0,100.0,1964
9381,Connie Dierking,1936.0,206.0,100.0,1965
9383,Connie Dierking,1936.0,206.0,100.0,1966
9384,Connie Dierking,1936.0,206.0,100.0,1967
9385,Connie Dierking,1936.0,206.0,100.0,1968
9386,Connie Dierking,1936.0,206.0,100.0,1969
9387,Connie Dierking,1936.0,206.0,100.0,1970
9388,Connie Dierking,1936.0,206.0,100.0,1971
9522,Boo Ellis,1936.0,196.0,83.0,1959
9523,Boo Ellis,1936.0,196.0,83.0,1960
9526,Wayne Embry,1937.0,203.0,108.0,1959
9527,Wayne Embry,1937.0,203.0,108.0,1960
9528,Wayne Embry,1937.0,203.0,108.0,1961
9529,Wayne Embry,1937.0,203.0,108.0,1962
9530,Wayne Embry,1937.0,203.0,108.0,1963
9531,Wayne Embry,1937.0,203.0,108.0,1964
9532,Wayne Embry,1937.0,203.0,108.0,1965
9533,Wayne Embry,1937.0,203.0,108.0,1966
9534,Wayne Embry,1937.0,203.0,108.0,1967
9535,Wayne Embry,1937.0,203.0,108.0,1968
9536,Wayne Embry,1937.0,203.0,108.0,1969
9647,Mike Farmer,1936.0,201.0,95.0,1959
9648,Mike Farmer,1936.0,201.0,95.0,1960
9649,Mike Farmer,1936.0,201.0,95.0,1961
9651,Mike Farmer,1936.0,201.0,95.0,1963
9652,Mike Farmer,1936.0,201.0,95.0,1964
9653,Mike Farmer,1936.0,201.0,95.0,1965
9654,Mike Farmer,1936.0,201.0,95.0,1966
9711,Dave Gambee,1937.0,198.0,97.0,1959
9712,Dave Gambee,1937.0,198.0,97.0,1960
9714,Dave Gambee,1937.0,198.0,97.0,1961
9715,Dave Gambee,1937.0,198.0,97.0,1962
9716,Dave Gambee,1937.0,198.0,97.0,1963
9717,Dave Gambee,1937.0,198.0,97.0,1964
9718,Dave Gambee,1937.0,198.0,97.0,1965
9719,Dave Gambee,1937.0,198.0,97.0,1966
9720,Dave Gambee,1937.0,198.0,97.0,1967
9721,Dave Gambee,1937.0,198.0,97.0,1968
9722,Dave Gambee,1937.0,198.0,97.0,1969
9724,Dave Gambee,1937.0,198.0,97.0,1970
9879,Hal Greer,1936.0,188.0,79.0,1959
9880,Hal Greer,1936.0,188.0,79.0,1960
9881,Hal Greer,1936.0,188.0,79.0,1961
9882,Hal Greer,1936.0,188.0,79.0,1962
9883,Hal Greer,1936.0,188.0,79.0,1963
9884,Hal Greer,1936.0,188.0,79.0,1964
9885,Hal Greer,1936.0,188.0,79.0,1965
9886,Hal Greer,1936.0,188.0,79.0,1966
9887,Hal Greer,1936.0,188.0,79.0,1967
9888,Hal Greer,1936.0,188.0,79.0,1968
9889,Hal Greer,1936.0,188.0,79.0,1969
9890,Hal Greer,1936.0,188.0,79.0,1970
9891,Hal Greer,1936.0,188.0,79.0,1971
9892,Hal Greer,1936.0,188.0,79.0,1972
9893,Hal Greer,1936.0,188.0,79.0,1973
10104,Steve Hamilton,1935.0,198.0,86.0,1959
10105,Steve Hamilton,1935.0,198.0,86.0,1960
10108,Andy Johnson,1932.0,196.0,97.0,1959
10109,Andy Johnson,1932.0,196.0,97.0,1960
10110,Andy Johnson,1932.0,196.0,97.0,1961
10111,Andy Johnson,1932.0,196.0,97.0,1962
10124,K.C. Jones,1932.0,196.0,97.0,1959
10125,K.C. Jones,1932.0,196.0,97.0,1960
10126,K.C. Jones,1932.0,196.0,97.0,1961
10127,K.C. Jones,1932.0,196.0,97.0,1962
10128,K.C. Jones,1932.0,196.0,97.0,1963
10129,K.C. Jones,1932.0,196.0,97.0,1964
10130,K.C. Jones,1932.0,196.0,97.0,1965
10131,K.C. Jones,1932.0,196.0,97.0,1966
10132,K.C. Jones,1932.0,196.0,97.0,1967
10205,Tommy Kearns,1936.0,180.0,83.0,1959
10206,Shellie McMillon,1936.0,196.0,92.0,1959
10207,Shellie McMillon,1936.0,196.0,92.0,1960
10208,Shellie McMillon,1936.0,196.0,92.0,1961
10209,Shellie McMillon,1936.0,196.0,92.0,1962
10231,Jim Palmer,1933.0,203.0,101.0,1959
10232,Jim Palmer,1933.0,203.0,101.0,1960
10234,Jim Palmer,1933.0,203.0,101.0,1961
10247,Jack Parr,1936.0,206.0,99.0,1959
10248,Hub Reed,1936.0,206.0,97.0,1959
10249,Hub Reed,1936.0,206.0,97.0,1960
10251,Hub Reed,1936.0,206.0,97.0,1961
10252,Hub Reed,1936.0,206.0,97.0,1962
10253,Hub Reed,1936.0,206.0,97.0,1963
10254,Hub Reed,1936.0,206.0,97.0,1964
10255,Hub Reed,1936.0,206.0,97.0,1965
10312,Guy Rodgers,1935.0,183.0,83.0,1959
10313,Guy Rodgers,1935.0,183.0,83.0,1960
10314,Guy Rodgers,1935.0,183.0,83.0,1961
10315,Guy Rodgers,1935.0,183.0,83.0,1962
10316,Guy Rodgers,1935.0,183.0,83.0,1963
10317,Guy Rodgers,1935.0,183.0,83.0,1964
10318,Guy Rodgers,1935.0,183.0,83.0,1965
10319,Guy Rodgers,1935.0,183.0,83.0,1966
10320,Guy Rodgers,1935.0,183.0,83.0,1967
10321,Guy Rodgers,1935.0,183.0,83.0,1968
10323,Guy Rodgers,1935.0,183.0,83.0,1969
10324,Guy Rodgers,1935.0,183.0,83.0,1970
10481,Larry Staverman,1936.0,201.0,92.0,1959
10482,Larry Staverman,1936.0,201.0,92.0,1960
10483,Larry Staverman,1936.0,201.0,92.0,1961
10484,Larry Staverman,1936.0,201.0,92.0,1963
10485,Larry Staverman,1936.0,201.0,92.0,1964
10530,Bennie Swain,1933.0,203.0,99.0,1959
10531,Gary Alcorn,1936.0,206.0,102.0,1960
10532,Gary Alcorn,1936.0,206.0,102.0,1961
10535,Bob Anderegg,1937.0,190.0,90.0,1960
10536,Dick Barnett,1936.0,193.0,86.0,1960
10537,Dick Barnett,1936.0,193.0,86.0,1961
10538,Dick Barnett,1936.0,193.0,86.0,1963
10539,Dick Barnett,1936.0,193.0,86.0,1964
10540,Dick Barnett,1936.0,193.0,86.0,1965
10541,Dick Barnett,1936.0,193.0,86.0,1966
10542,Dick Barnett,1936.0,193.0,86.0,1967
10543,Dick Barnett,1936.0,193.0,86.0,1968
10544,Dick Barnett,1936.0,193.0,86.0,1969
10545,Dick Barnett,1936.0,193.0,86.0,1970
10546,Dick Barnett,1936.0,193.0,86.0,1971
10547,Dick Barnett,1936.0,193.0,86.0,1972
10548,Dick Barnett,1936.0,193.0,86.0,1973
10549,Dick Barnett,1936.0,193.0,86.0,1974
10732,Whitey Bell,1932.0,183.0,81.0,1960
10733,Whitey Bell,1932.0,183.0,81.0,1961
10736,Wilt Chamberlain,1936.0,216.0,124.0,1960
10737,Wilt Chamberlain,1936.0,216.0,124.0,1961
10738,Wilt Chamberlain,1936.0,216.0,124.0,1962
10739,Wilt Chamberlain,1936.0,216.0,124.0,1963
10740,Wilt Chamberlain,1936.0,216.0,124.0,1964
10741,Wilt Chamberlain,1936.0,216.0,124.0,1965
10743,Wilt Chamberlain,1936.0,216.0,124.0,1966
10744,Wilt Chamberlain,1936.0,216.0,124.0,1967
10745,Wilt Chamberlain,1936.0,216.0,124.0,1968
10746,Wilt Chamberlain,1936.0,216.0,124.0,1969
10747,Wilt Chamberlain,1936.0,216.0,124.0,1970
10748,Wilt Chamberlain,1936.0,216.0,124.0,1971
10749,Wilt Chamberlain,1936.0,216.0,124.0,1972
10750,Wilt Chamberlain,1936.0,216.0,124.0,1973
10961,Bob Ferry,1937.0,203.0,104.0,1960
10962,Bob Ferry,1937.0,203.0,104.0,1961
10963,Bob Ferry,1937.0,203.0,104.0,1962
10964,Bob Ferry,1937.0,203.0,104.0,1963
10965,Bob Ferry,1937.0,203.0,104.0,1964
10966,Bob Ferry,1937.0,203.0,104.0,1965
10967,Bob Ferry,1937.0,203.0,104.0,1966
10968,Bob Ferry,1937.0,203.0,104.0,1967
10969,Bob Ferry,1937.0,203.0,104.0,1968
10970,Bob Ferry,1937.0,203.0,104.0,1969
11061,Johnny Green,1933.0,196.0,90.0,1960
11062,Johnny Green,1933.0,196.0,90.0,1961
11063,Johnny Green,1933.0,196.0,90.0,1962
11064,Johnny Green,1933.0,196.0,90.0,1963
11065,Johnny Green,1933.0,196.0,90.0,1964
11066,Johnny Green,1933.0,196.0,90.0,1965
11067,Johnny Green,1933.0,196.0,90.0,1966
11069,Johnny Green,1933.0,196.0,90.0,1967
11070,Johnny Green,1933.0,196.0,90.0,1968
11072,Johnny Green,1933.0,196.0,90.0,1969
11073,Johnny Green,1933.0,196.0,90.0,1970
11074,Johnny Green,1933.0,196.0,90.0,1971
11075,Johnny Green,1933.0,196.0,90.0,1972
11076,Johnny Green,1933.0,196.0,90.0,1973
11317,Gene Guarilia,1937.0,196.0,99.0,1960
11318,Gene Guarilia,1937.0,196.0,99.0,1961
11319,Gene Guarilia,1937.0,196.0,99.0,1962
11320,Gene Guarilia,1937.0,196.0,99.0,1963
11333,Tom Hawkins,1936.0,196.0,95.0,1960
11334,Tom Hawkins,1936.0,196.0,95.0,1961
11335,Tom Hawkins,1936.0,196.0,95.0,1962
11336,Tom Hawkins,1936.0,196.0,95.0,1963
11337,Tom Hawkins,1936.0,196.0,95.0,1964
11338,Tom Hawkins,1936.0,196.0,95.0,1965
11339,Tom Hawkins,1936.0,196.0,95.0,1966
11340,Tom Hawkins,1936.0,196.0,95.0,1967
11341,Tom Hawkins,1936.0,196.0,95.0,1968
11342,Tom Hawkins,1936.0,196.0,95.0,1969
11433,Maury King,1935.0,188.0,88.0,1960
11434,Maury King,1935.0,188.0,88.0,1963
11437,Rudy LaRusso,1937.0,201.0,99.0,1960
11438,Rudy LaRusso,1937.0,201.0,99.0,1961
11439,Rudy LaRusso,1937.0,201.0,99.0,1962
11440,Rudy LaRusso,1937.0,201.0,99.0,1963
11441,Rudy LaRusso,1937.0,201.0,99.0,1964
11442,Rudy LaRusso,1937.0,201.0,99.0,1965
11443,Rudy LaRusso,1937.0,201.0,99.0,1966
11444,Rudy LaRusso,1937.0,201.0,99.0,1967
11445,Rudy LaRusso,1937.0,201.0,99.0,1968
11446,Rudy LaRusso,1937.0,201.0,99.0,1969
11537,Nick Mantis,1935.0,190.0,86.0,1960
11538,Nick Mantis,1935.0,190.0,86.0,1963
11546,Cal Ramsey,1937.0,193.0,90.0,1960
11548,Cal Ramsey,1937.0,193.0,90.0,1961
11555,John Richter,1937.0,206.0,102.0,1960
11556,Joe Ruklick,1938.0,206.0,99.0,1960
11557,Joe Ruklick,1938.0,206.0,99.0,1961
11558,Joe Ruklick,1938.0,206.0,99.0,1962
11565,Bobby Smith,1937.0,193.0,86.0,1960
11566,Bobby Smith,1937.0,193.0,86.0,1962
11569,Wayne Stevens,1936.0,190.0,83.0,1960
11570,Al Attles,1936.0,183.0,79.0,1961
11571,Al Attles,1936.0,183.0,79.0,1962
11572,Al Attles,1936.0,183.0,79.0,1963
11573,Al Attles,1936.0,183.0,79.0,1964
11574,Al Attles,1936.0,183.0,79.0,1965
11575,Al Attles,1936.0,183.0,79.0,1966
11576,Al Attles,1936.0,183.0,79.0,1967
11577,Al Attles,1936.0,183.0,79.0,1968
11578,Al Attles,1936.0,183.0,79.0,1969
11579,Al Attles,1936.0,183.0,79.0,1970
11580,Al Attles,1936.0,183.0,79.0,1971
11691,Bob Boozer,1937.0,203.0,97.0,1961
11692,Bob Boozer,1937.0,203.0,97.0,1962
11693,Bob Boozer,1937.0,203.0,97.0,1963
11694,Bob Boozer,1937.0,203.0,97.0,1964
11696,Bob Boozer,1937.0,203.0,97.0,1965
11697,Bob Boozer,1937.0,203.0,97.0,1966
11698,Bob Boozer,1937.0,203.0,97.0,1967
11699,Bob Boozer,1937.0,203.0,97.0,1968
11700,Bob Boozer,1937.0,203.0,97.0,1969
11701,Bob Boozer,1937.0,203.0,97.0,1970
11702,Bob Boozer,1937.0,203.0,97.0,1971
11835,Dave Budd,1938.0,198.0,92.0,1961
11836,Dave Budd,1938.0,198.0,92.0,1962
11837,Dave Budd,1938.0,198.0,92.0,1963
11838,Dave Budd,1938.0,198.0,92.0,1964
11839,Dave Budd,1938.0,198.0,92.0,1965
11860,Ralph Davis,1938.0,193.0,81.0,1961
11861,Ralph Davis,1938.0,193.0,81.0,1962
11864,Darrall Imhoff,1938.0,208.0,99.0,1961
11865,Darrall Imhoff,1938.0,208.0,99.0,1962
11866,Darrall Imhoff,1938.0,208.0,99.0,1963
11867,Darrall Imhoff,1938.0,208.0,99.0,1964
11868,Darrall Imhoff,1938.0,208.0,99.0,1965
11869,Darrall Imhoff,1938.0,208.0,99.0,1966
11870,Darrall Imhoff,1938.0,208.0,99.0,1967
11871,Darrall Imhoff,1938.0,208.0,99.0,1968
11872,Darrall Imhoff,1938.0,208.0,99.0,1969
11873,Darrall Imhoff,1938.0,208.0,99.0,1970
11874,Darrall Imhoff,1938.0,208.0,99.0,1971
