,Player,born,height,weight,Year
2796,Herm Schaefer,1918.0,183.0,79.0,1949
2797,Herm Schaefer,1918.0,183.0,79.0,1950
2798,Marv Schatzman,1927.0,196.0,90.0,1950
2799,Fred Schaus,1925.0,196.0,92.0,1950
2800,Fred Schaus,1925.0,196.0,92.0,1951
2801,Fred Schaus,1925.0,196.0,92.0,1952
2802,Fred Schaus,1925.0,196.0,92.0,1953
2803,Fred Schaus,1925.0,196.0,92.0,1954
2835,Dolph Schayes,1928.0,203.0,99.0,1950
2836,Dolph Schayes,1928.0,203.0,99.0,1951
2837,Dolph Schayes,1928.0,203.0,99.0,1952
2838,Dolph Schayes,1928.0,203.0,99.0,1953
2839,Dolph Schayes,1928.0,203.0,99.0,1954
2840,Dolph Schayes,1928.0,203.0,99.0,1955
2841,Dolph Schayes,1928.0,203.0,99.0,1956
2842,Dolph Schayes,1928.0,203.0,99.0,1957
2843,Dolph Schayes,1928.0,203.0,99.0,1958
2844,Dolph Schayes,1928.0,203.0,99.0,1959
2845,Dolph Schayes,1928.0,203.0,99.0,1960
2846,Dolph Schayes,1928.0,203.0,99.0,1961
2847,Dolph Schayes,1928.0,203.0,99.0,1962
2848,Dolph Schayes,1928.0,203.0,99.0,1963
2849,Dolph Schayes,1928.0,203.0,99.0,1964
3060,Milt Schoon,1922.0,201.0,104.0,1947
3061,Milt Schoon,1922.0,201.0,104.0,1950
3062,Howie Schultz,1922.0,198.0,90.0,1950
3064,Howie Schultz,1922.0,198.0,90.0,1952
3065,Howie Schultz,1922.0,198.0,90.0,1953
3078,Fred Scolari,1922.0,178.0,81.0,1947
3079,Fred Scolari,1922.0,178.0,81.0,1948
3080,Fred Scolari,1922.0,178.0,81.0,1949
3081,Fred Scolari,1922.0,178.0,81.0,1950
3082,Fred Scolari,1922.0,178.0,81.0,1951
3084,Fred Scolari,1922.0,178.0,81.0,1952
3085,Fred Scolari,1922.0,178.0,81.0,1953
3087,Fred Scolari,1922.0,178.0,81.0,1954
3088,Fred Scolari,1922.0,178.0,81.0,1955
3144,Wayne See,1923.0,190.0,86.0,1950
3145,Glen Selbo,1926.0,190.0,88.0,1950
3146,Jim Seminoff,1922.0,188.0,86.0,1947
3147,Jim Seminoff,1922.0,188.0,86.0,1948
3148,Jim Seminoff,1922.0,188.0,86.0,1949
3149,Jim Seminoff,1922.0,188.0,86.0,1950
3150,George Senesky,1922.0,188.0,81.0,1947
3151,George Senesky,1922.0,188.0,81.0,1948
3152,George Senesky,1922.0,188.0,81.0,1949
3153,George Senesky,1922.0,188.0,81.0,1950
3154,George Senesky,1922.0,188.0,81.0,1951
3155,George Senesky,1922.0,188.0,81.0,1952
3156,George Senesky,1922.0,188.0,81.0,1953
3157,George Senesky,1922.0,188.0,81.0,1954
3190,Carl Shaeffer,1924.0,190.0,83.0,1950
3191,Carl Shaeffer,1924.0,190.0,83.0,1951
3194,Howie Shannon,1923.0,188.0,79.0,1949
3195,Howie Shannon,1923.0,188.0,79.0,1950
3196,Charley Shipp,1913.0,185.0,90.0,1950
3197,Connie Simmons,1925.0,203.0,100.0,1947
3198,Connie Simmons,1925.0,203.0,100.0,1948
3200,Connie Simmons,1925.0,203.0,100.0,1949
3201,Connie Simmons,1925.0,203.0,100.0,1950
3202,Connie Simmons,1925.0,203.0,100.0,1951
3203,Connie Simmons,1925.0,203.0,100.0,1952
3204,Connie Simmons,1925.0,203.0,100.0,1953
3205,Connie Simmons,1925.0,203.0,100.0,1954
3206,Connie Simmons,1925.0,203.0,100.0,1955
3208,Connie Simmons,1925.0,203.0,100.0,1956
3269,Belus Smawley,1918.0,185.0,88.0,1947
3270,Belus Smawley,1918.0,185.0,88.0,1948
3271,Belus Smawley,1918.0,185.0,88.0,1949
3272,Belus Smawley,1918.0,185.0,88.0,1950
3273,Belus Smawley,1918.0,185.0,88.0,1951
3275,Belus Smawley,1918.0,185.0,88.0,1952
3297,Jack Smiley,1922.0,190.0,86.0,1949
3298,Jack Smiley,1922.0,190.0,86.0,1950
3303,Chips Sobek,1920.0,183.0,81.0,1950
3304,Odie Spears,1925.0,196.0,92.0,1950
3305,Odie Spears,1925.0,196.0,92.0,1952
3306,Odie Spears,1925.0,196.0,92.0,1953
3307,Odie Spears,1925.0,196.0,92.0,1954
3308,Odie Spears,1925.0,196.0,92.0,1955
3309,Odie Spears,1925.0,196.0,92.0,1956
3340,Art Spector,1920.0,193.0,90.0,1947
3341,Art Spector,1920.0,193.0,90.0,1948
3342,Art Spector,1920.0,193.0,90.0,1949
3343,Art Spector,1920.0,193.0,90.0,1950
3344,Ed Stanczak,1921.0,185.0,83.0,1950
3345,Ed Stanczak,1921.0,185.0,83.0,1951
3348,Gene Stump,1923.0,188.0,83.0,1948
3349,Gene Stump,1923.0,188.0,83.0,1949
3350,Gene Stump,1923.0,188.0,83.0,1950
3356,Mike Todorovich,1923.0,196.0,99.0,1950
3358,Mike Todorovich,1923.0,196.0,99.0,1951
3365,Jack Toomay,1922.0,198.0,97.0,1948
3367,Jack Toomay,1922.0,198.0,97.0,1949
3369,Jack Toomay,1922.0,198.0,97.0,1950
3370,Bob Tough,1920.0,183.0,83.0,1949
3371,Bob Tough,1920.0,183.0,83.0,1950
3376,Blackie Towery,1920.0,193.0,95.0,1949
3378,Blackie Towery,1920.0,193.0,95.0,1950
3379,Dick Triptow,1922.0,183.0,77.0,1949
3380,Dick Triptow,1922.0,183.0,77.0,1950
3381,Butch Van,1922.0,183.0,77.0,1950
3382,Gene Vance,1923.0,190.0,88.0,1948
3383,Gene Vance,1923.0,190.0,88.0,1949
3384,Gene Vance,1923.0,190.0,88.0,1950
3385,Gene Vance,1923.0,190.0,88.0,1951
3386,Gene Vance,1923.0,190.0,88.0,1952
3397,Ernie Vandeweghe,1928.0,190.0,88.0,1950
3398,Ernie Vandeweghe,1928.0,190.0,88.0,1951
3399,Ernie Vandeweghe,1928.0,190.0,88.0,1952
3400,Ernie Vandeweghe,1928.0,190.0,88.0,1953
3401,Ernie Vandeweghe,1928.0,190.0,88.0,1954
3402,Ernie Vandeweghe,1928.0,190.0,88.0,1956
3433,Floyd Volker,1921.0,193.0,92.0,1950
3437,Danny Wagner,1922.0,183.0,77.0,1950
3438,Brady Walker,1921.0,198.0,92.0,1949
3439,Brady Walker,1921.0,198.0,92.0,1950
3440,Brady Walker,1921.0,198.0,92.0,1951
3442,Brady Walker,1921.0,198.0,92.0,1952
3458,Paul Walther,1927.0,188.0,72.0,1950
3460,Paul Walther,1927.0,188.0,72.0,1951
3461,Paul Walther,1927.0,188.0,72.0,1952
3462,Paul Walther,1927.0,188.0,72.0,1953
3463,Paul Walther,1927.0,188.0,72.0,1954
3464,Paul Walther,1927.0,188.0,72.0,1955
3507,Bobby Wanzer,1921.0,183.0,77.0,1949
3508,Bobby Wanzer,1921.0,183.0,77.0,1950
3509,Bobby Wanzer,1921.0,183.0,77.0,1951
3510,Bobby Wanzer,1921.0,183.0,77.0,1952
3511,Bobby Wanzer,1921.0,183.0,77.0,1953
3512,Bobby Wanzer,1921.0,183.0,77.0,1954
3513,Bobby Wanzer,1921.0,183.0,77.0,1955
3514,Bobby Wanzer,1921.0,183.0,77.0,1956
3515,Bobby Wanzer,1921.0,183.0,77.0,1957
3579,Murray Wier,1926.0,175.0,70.0,1950
3582,Bob Wood,1921.0,175.0,70.0,1950
3583,Max Zaslofsky,1925.0,188.0,77.0,1947
3584,Max Zaslofsky,1925.0,188.0,77.0,1948
3585,Max Zaslofsky,1925.0,188.0,77.0,1949
3586,Max Zaslofsky,1925.0,188.0,77.0,1950
3587,Max Zaslofsky,1925.0,188.0,77.0,1951
3588,Max Zaslofsky,1925.0,188.0,77.0,1952
3589,Max Zaslofsky,1925.0,188.0,77.0,1953
3590,Max Zaslofsky,1925.0,188.0,77.0,1954
3593,Max Zaslofsky,1925.0,188.0,77.0,1955
3594,Max Zaslofsky,1925.0,188.0,77.0,1956
3691,Paul Arizin,1928.0,193.0,86.0,1951
3692,Paul Arizin,1928.0,193.0,86.0,1952
3693,Paul Arizin,1928.0,193.0,86.0,1955
3694,Paul Arizin,1928.0,193.0,86.0,1956
3695,Paul Arizin,1928.0,193.0,86.0,1957
3696,Paul Arizin,1928.0,193.0,86.0,1958
3697,Paul Arizin,1928.0,193.0,86.0,1959
3698,Paul Arizin,1928.0,193.0,86.0,1960
3699,Paul Arizin,1928.0,193.0,86.0,1961
3700,Paul Arizin,1928.0,193.0,86.0,1962
3791,Leon Blevins,1926.0,188.0,72.0,1951
3792,Ike Borsavage,1924.0,203.0,99.0,1951
3793,Art Burris,1924.0,196.0,99.0,1951
3794,Art Burris,1924.0,196.0,99.0,1952
3802,Gerry Calabrese,1925.0,185.0,79.0,1951
3803,Gerry Calabrese,1925.0,185.0,79.0,1952
3806,Cal Christensen,1927.0,196.0,95.0,1951
3807,Cal Christensen,1927.0,196.0,95.0,1952
3808,Cal Christensen,1927.0,196.0,95.0,1953
3809,Cal Christensen,1927.0,196.0,95.0,1954
3810,Cal Christensen,1927.0,196.0,95.0,1955
3831,Nat Clifton,1922.0,198.0,99.0,1951
3832,Nat Clifton,1922.0,198.0,99.0,1952
3833,Nat Clifton,1922.0,198.0,99.0,1953
3834,Nat Clifton,1922.0,198.0,99.0,1954
3835,Nat Clifton,1922.0,198.0,99.0,1955
3836,Nat Clifton,1922.0,198.0,99.0,1956
3837,Nat Clifton,1922.0,198.0,99.0,1957
3838,Nat Clifton,1922.0,198.0,99.0,1958
3895,Chuck Cooper,1926.0,196.0,95.0,1951
3896,Chuck Cooper,1926.0,196.0,95.0,1952
3897,Chuck Cooper,1926.0,196.0,95.0,1953
3898,Chuck Cooper,1926.0,196.0,95.0,1954
3899,Chuck Cooper,1926.0,196.0,95.0,1955
3900,Chuck Cooper,1926.0,196.0,95.0,1956
3944,Bob Cousy,1928.0,185.0,79.0,1951
3945,Bob Cousy,1928.0,185.0,79.0,1952
3946,Bob Cousy,1928.0,185.0,79.0,1953
3947,Bob Cousy,1928.0,185.0,79.0,1954
3948,Bob Cousy,1928.0,185.0,79.0,1955
3949,Bob Cousy,1928.0,185.0,79.0,1956
3950,Bob Cousy,1928.0,185.0,79.0,1957
3951,Bob Cousy,1928.0,185.0,79.0,1958
3952,Bob Cousy,1928.0,185.0,79.0,1959
3953,Bob Cousy,1928.0,185.0,79.0,1960
3954,Bob Cousy,1928.0,185.0,79.0,1961
3955,Bob Cousy,1928.0,185.0,79.0,1962
3956,Bob Cousy,1928.0,185.0,79.0,1963
3957,Bob Cousy,1928.0,185.0,79.0,1970
4140,Hank DeZonie,1922.0,198.0,97.0,1951
4141,Bob Donham,1926.0,188.0,86.0,1951
4142,Bob Donham,1926.0,188.0,86.0,1952
4143,Bob Donham,1926.0,188.0,86.0,1953
4144,Bob Donham,1926.0,188.0,86.0,1954
4157,Ray Ellefson,1922.0,203.0,104.0,1949
4158,Ray Ellefson,1922.0,203.0,104.0,1951
4159,Larry Foust,1928.0,206.0,97.0,1951
4160,Larry Foust,1928.0,206.0,97.0,1952
4161,Larry Foust,1928.0,206.0,97.0,1953
4162,Larry Foust,1928.0,206.0,97.0,1954
4163,Larry Foust,1928.0,206.0,97.0,1955
4164,Larry Foust,1928.0,206.0,97.0,1956
4165,Larry Foust,1928.0,206.0,97.0,1957
4166,Larry Foust,1928.0,206.0,97.0,1958
4167,Larry Foust,1928.0,206.0,97.0,1959
4168,Larry Foust,1928.0,206.0,97.0,1960
4170,Larry Foust,1928.0,206.0,97.0,1961
4171,Larry Foust,1928.0,206.0,97.0,1962
4302,Ed Gayda,1927.0,193.0,95.0,1951
4303,Joe Hutton,1928.0,185.0,77.0,1951
4304,Joe Hutton,1928.0,185.0,77.0,1952
4307,Bob Lavoy,1926.0,201.0,83.0,1951
4308,Bob Lavoy,1926.0,201.0,83.0,1952
4309,Bob Lavoy,1926.0,201.0,83.0,1953
4310,Bob Lavoy,1926.0,201.0,83.0,1954
4332,Earl Lloyd,1928.0,196.0,90.0,1951
4333,Earl Lloyd,1928.0,196.0,90.0,1953
4334,Earl Lloyd,1928.0,196.0,90.0,1954
4335,Earl Lloyd,1928.0,196.0,90.0,1955
4336,Earl Lloyd,1928.0,196.0,90.0,1956
4337,Earl Lloyd,1928.0,196.0,90.0,1957
4338,Earl Lloyd,1928.0,196.0,90.0,1958
4339,Earl Lloyd,1928.0,196.0,90.0,1959
4340,Earl Lloyd,1928.0,196.0,90.0,1960
4413,Don Lofgran,1928.0,196.0,90.0,1952
4414,Don Lofgran,1928.0,196.0,90.0,1953
4415,Don Lofgran,1928.0,196.0,90.0,1954
4422,Norm Mager,1926.0,196.0,83.0,1951
4423,Joe McNamee,1926.0,198.0,95.0,1951
4424,Joe McNamee,1926.0,198.0,95.0,1952
4426,Chuck Mrazovich,1924.0,196.0,83.0,1951
4427,Ken Murray,1928.0,188.0,86.0,1951
4429,Ken Murray,1928.0,188.0,86.0,1954
4430,Ken Murray,1928.0,188.0,86.0,1955
4432,Tommy O'Keefe,1928.0,188.0,83.0,1951
4436,Kevin O'Shea,1925.0,188.0,79.0,1951
4437,Kevin O'Shea,1925.0,188.0,79.0,1952
4439,Kevin O'Shea,1925.0,188.0,79.0,1953
4452,Jim Riffey,1923.0,193.0,90.0,1951
4453,Herb Scherer,1928.0,206.0,96.0,1951
4454,Herb Scherer,1928.0,206.0,96.0,1952
4457,Dick Schnittker,1928.0,196.0,90.0,1951
4458,Dick Schnittker,1928.0,196.0,90.0,1954
4459,Dick Schnittker,1928.0,196.0,90.0,1955
4460,Dick Schnittker,1928.0,196.0,90.0,1956
4461,Dick Schnittker,1928.0,196.0,90.0,1957
4462,Dick Schnittker,1928.0,196.0,90.0,1958
4493,Bill Sharman,1926.0,185.0,79.0,1951
4494,Bill Sharman,1926.0,185.0,79.0,1952
4495,Bill Sharman,1926.0,185.0,79.0,1953
4496,Bill Sharman,1926.0,185.0,79.0,1954
4497,Bill Sharman,1926.0,185.0,79.0,1955
4498,Bill Sharman,1926.0,185.0,79.0,1956
4499,Bill Sharman,1926.0,185.0,79.0,1957
4500,Bill Sharman,1926.0,185.0,79.0,1958
4501,Bill Sharman,1926.0,185.0,79.0,1959
4502,Bill Sharman,1926.0,185.0,79.0,1960
4503,Bill Sharman,1926.0,185.0,79.0,1961
4614,Don Barksdale,1923.0,198.0,90.0,1952
4615,Don Barksdale,1923.0,198.0,90.0,1953
4616,Don Barksdale,1923.0,198.0,90.0,1954
4617,Don Barksdale,1923.0,198.0,90.0,1955
4630,Elmer Behnke,1929.0,201.0,95.0,1952
4631,Stan Brown,1929.0,190.0,90.0,1948
4632,Stan Brown,1929.0,190.0,90.0,1952
4633,Dick Dickey,1926.0,185.0,79.0,1952
4634,Jake Fendley,1929.0,183.0,81.0,1952
4635,Jake Fendley,1929.0,183.0,81.0,1953
4638,Jerry Fowler,1927.0,203.0,104.0,1952
4639,Lew Hitch,1929.0,203.0,90.0,1952
4640,Lew Hitch,1929.0,203.0,90.0,1953
4641,Lew Hitch,1929.0,203.0,90.0,1954
4642,Lew Hitch,1929.0,203.0,90.0,1955
4644,Lew Hitch,1929.0,203.0,90.0,1956
4645,Lew Hitch,1929.0,203.0,90.0,1957
4687,Mel Hutchins,1928.0,198.0,90.0,1952
4688,Mel Hutchins,1928.0,198.0,90.0,1953
4689,Mel Hutchins,1928.0,198.0,90.0,1954
4690,Mel Hutchins,1928.0,198.0,90.0,1955
4691,Mel Hutchins,1928.0,198.0,90.0,1956
4692,Mel Hutchins,1928.0,198.0,90.0,1957
4693,Mel Hutchins,1928.0,198.0,90.0,1958
4736,Neil Johnston,1929.0,203.0,95.0,1952
4737,Neil Johnston,1929.0,203.0,95.0,1953
4738,Neil Johnston,1929.0,203.0,95.0,1954
4739,Neil Johnston,1929.0,203.0,95.0,1955
4740,Neil Johnston,1929.0,203.0,95.0,1956
4741,Neil Johnston,1929.0,203.0,95.0,1957
4742,Neil Johnston,1929.0,203.0,95.0,1958
4743,Neil Johnston,1929.0,203.0,95.0,1959
4800,George King,1928.0,183.0,79.0,1952
4801,George King,1928.0,183.0,79.0,1953
4802,George King,1928.0,183.0,79.0,1954
4803,George King,1928.0,183.0,79.0,1955
4804,George King,1928.0,183.0,79.0,1956
4805,George King,1928.0,183.0,79.0,1958
4836,John McConathy,1930.0,196.0,88.0,1952
4837,Alfred McGuire,1928.0,188.0,81.0,1952
4838,Alfred McGuire,1928.0,188.0,81.0,1953
4839,Alfred McGuire,1928.0,188.0,81.0,1954
4840,Alfred McGuire,1928.0,188.0,81.0,1955
4853,Dave Minor,1922.0,188.0,83.0,1952
4854,Dave Minor,1922.0,188.0,83.0,1953
4862,Ralph O'Brien,1928.0,175.0,72.0,1952
4863,Ralph O'Brien,1928.0,175.0,72.0,1953
4878,Wally Osterkorn,1928.0,196.0,97.0,1952
4879,Wally Osterkorn,1928.0,196.0,97.0,1953
4880,Wally Osterkorn,1928.0,196.0,97.0,1954
4881,Wally Osterkorn,1928.0,196.0,97.0,1955
4894,Mel Payton,1926.0,193.0,83.0,1952
4895,Mel Payton,1926.0,193.0,83.0,1953
4898,John Pilch,1925.0,190.0,83.0,1952
4899,Ray Ragelis,1928.0,193.0,92.0,1952
4900,Sam Ranzino,1927.0,185.0,83.0,1952
4901,John Rennicke,1929.0,188.0,83.0,1952
4902,Don Savage,1928.0,190.0,92.0,1952
4903,Don Savage,1928.0,190.0,92.0,1957
4906,Chuck Share,1927.0,211.0,106.0,1952
4907,Chuck Share,1927.0,211.0,106.0,1953
4908,Chuck Share,1927.0,211.0,106.0,1954
4910,Chuck Share,1927.0,211.0,106.0,1955
4911,Chuck Share,1927.0,211.0,106.0,1956
4912,Chuck Share,1927.0,211.0,106.0,1957
4913,Chuck Share,1927.0,211.0,106.0,1958
4914,Chuck Share,1927.0,211.0,106.0,1959
4915,Chuck Share,1927.0,211.0,106.0,1960
5005,Whitey Skoog,1926.0,180.0,81.0,1952
5006,Whitey Skoog,1926.0,180.0,81.0,1953
5007,Whitey Skoog,1926.0,180.0,81.0,1954
5008,Whitey Skoog,1926.0,180.0,81.0,1955
5009,Whitey Skoog,1926.0,180.0,81.0,1956
5010,Whitey Skoog,1926.0,180.0,81.0,1957
5041,Jim Slaughter,1928.0,211.0,95.0,1952
5042,Bill Tosheff,1926.0,185.0,79.0,1952
5043,Bill Tosheff,1926.0,185.0,79.0,1953
5044,Bill Tosheff,1926.0,185.0,79.0,1954
5051,Bob Wilson,1926.0,193.0,83.0,1952
5052,Jim Baechtold,1927.0,193.0,92.0,1953
5053,Jim Baechtold,1927.0,193.0,92.0,1954
5054,Jim Baechtold,1927.0,193.0,92.0,1955
5055,Jim Baechtold,1927.0,193.0,92.0,1956
5056,Jim Baechtold,1927.0,193.0,92.0,1957
5077,Jim Brasco,1931.0,185.0,77.0,1953
5081,Dick Bunt,1930.0,183.0,77.0,1953
5085,Gene Conley,1930.0,203.0,102.0,1953
5086,Gene Conley,1930.0,203.0,102.0,1959
5087,Gene Conley,1930.0,203.0,102.0,1960
5088,Gene Conley,1930.0,203.0,102.0,1961
5089,Gene Conley,1930.0,203.0,102.0,1963
5090,Gene Conley,1930.0,203.0,102.0,1964
5121,Pete Darcey,1930.0,201.0,98.0,1953
5122,Blaine Denning,1930.0,188.0,79.0,1953
5123,Danny Finn,1928.0,185.0,83.0,1953
5124,Danny Finn,1928.0,185.0,83.0,1954
5125,Danny Finn,1928.0,185.0,83.0,1955
5132,Dick Groat,1930.0,180.0,81.0,1953
5133,Don Hanrahan,1929.0,201.0,90.0,1953
5134,Don Henriksen,1929.0,201.0,102.0,1953
5135,Don Henriksen,1929.0,201.0,102.0,1955
5143,Jim Holstein,1930.0,190.0,81.0,1953
5144,Jim Holstein,1930.0,190.0,81.0,1954
5145,Jim Holstein,1930.0,190.0,81.0,1955
5146,Jim Holstein,1930.0,190.0,81.0,1956
5158,Bob Lochmueller,1927.0,196.0,83.0,1953
5159,Mo Mahoney,1927.0,188.0,92.0,1953
5160,Mo Mahoney,1927.0,188.0,92.0,1954
5163,Al Masino,1928.0,178.0,78.0,1953
5164,Al Masino,1928.0,178.0,78.0,1954
5172,Jack McCloskey,1925.0,188.0,86.0,1953
5173,Bucky McConnell,1928.0,178.0,77.0,1953
5174,Jack McMahon,1928.0,185.0,83.0,1953
5175,Jack McMahon,1928.0,185.0,83.0,1954
5176,Jack McMahon,1928.0,185.0,83.0,1955
5177,Jack McMahon,1928.0,185.0,83.0,1956
5179,Jack McMahon,1928.0,185.0,83.0,1957
5180,Jack McMahon,1928.0,185.0,83.0,1958
5181,Jack McMahon,1928.0,185.0,83.0,1959
5182,Jack McMahon,1928.0,185.0,83.0,1960
5255,Monk Meineke,1930.0,201.0,94.0,1953
5256,Monk Meineke,1930.0,201.0,94.0,1954
5257,Monk Meineke,1930.0,201.0,94.0,1955
5258,Monk Meineke,1930.0,201.0,94.0,1956
5259,Monk Meineke,1930.0,201.0,94.0,1958
5280,Eddie Miller,1931.0,203.0,102.0,1953
5282,Eddie Miller,1931.0,203.0,102.0,1954
5289,Jim Mooney,1930.0,196.0,97.0,1953
5290,Bob Naber,1929.0,190.0,83.0,1953
5291,John O'Boyle,1928.0,188.0,83.0,1953
5292,Claude Overton,1927.0,188.0,88.0,1953
5293,Ralph Polson,1929.0,201.0,90.0,1953
5297,Bob Priddy,1930.0,190.0,86.0,1953
5298,Moe Radovich,1929.0,183.0,72.0,1953
5299,Sherwin Raiken,1928.0,188.0,83.0,1953
5300,Gene Rhodes,1927.0,185.0,77.0,1953
5301,Dick Surhoff,1929.0,193.0,95.0,1953
5302,Dick Surhoff,1929.0,193.0,95.0,1954
5305,Mark Workman,1930.0,206.0,97.0,1953
5307,Mark Workman,1930.0,206.0,97.0,1954
5314,Zeke Zawoluk,1930.0,201.0,97.0,1953
5315,Zeke Zawoluk,1930.0,201.0,97.0,1954
5316,Zeke Zawoluk,1930.0,201.0,97.0,1955
5323,Don Ackerman,1930.0,183.0,83.0,1954
5324,Don Asmonga,1928.0,188.0,83.0,1954
5325,Ernie Barrett,1929.0,190.0,81.0,1954
5326,Ernie Barrett,1929.0,190.0,81.0,1956
5329,Ernie Beck,1931.0,193.0,86.0,1954
5330,Ernie Beck,1931.0,193.0,86.0,1956
5331,Ernie Beck,1931.0,193.0,86.0,1957
5332,Ernie Beck,1931.0,193.0,86.0,1958
5333,Ernie Beck,1931.0,193.0,86.0,1959
5334,Ernie Beck,1931.0,193.0,86.0,1960
5335,Ernie Beck,1931.0,193.0,86.0,1961
5393,Irv Bemoras,1930.0,190.0,83.0,1954
5394,Irv Bemoras,1930.0,190.0,83.0,1957
5397,Bill Bolger,1931.0,196.0,92.0,1954
5398,Gene Dyker,1930.0,198.0,102.0,1954
5399,Ed Earle,1927.0,190.0,86.0,1954
5400,Ray Felix,1930.0,211.0,99.0,1954
5401,Ray Felix,1930.0,211.0,99.0,1955
5402,Ray Felix,1930.0,211.0,99.0,1956
5403,Ray Felix,1930.0,211.0,99.0,1957
5404,Ray Felix,1930.0,211.0,99.0,1958
5405,Ray Felix,1930.0,211.0,99.0,1959
5406,Ray Felix,1930.0,211.0,99.0,1960
5408,Ray Felix,1930.0,211.0,99.0,1961
5409,Ray Felix,1930.0,211.0,99.0,1962
5500,Jim Fritsche,1931.0,203.0,95.0,1954
5502,Jim Fritsche,1931.0,203.0,95.0,1955
5509,Jack George,1928.0,188.0,86.0,1954
5510,Jack George,1928.0,188.0,86.0,1955
5511,Jack George,1928.0,188.0,86.0,1956
5512,Jack George,1928.0,188.0,86.0,1957
5513,Jack George,1928.0,188.0,86.0,1958
5514,Jack George,1928.0,188.0,86.0,1959
5516,Jack George,1928.0,188.0,86.0,1960
5517,Jack George,1928.0,188.0,86.0,1961
5590,Bato Govedarica,1928.0,180.0,83.0,1954
5591,Norm Grekin,1930.0,196.0,81.0,1954
5592,Rollen Hans,1931.0,188.0,95.0,1954
5593,Rollen Hans,1931.0,188.0,95.0,1955
5596,Bob Houbregs,1932.0,201.0,95.0,1954
5598,Bob Houbregs,1932.0,201.0,95.0,1955
5601,Bob Houbregs,1932.0,201.0,95.0,1956
5602,Bob Houbregs,1932.0,201.0,95.0,1957
5603,Bob Houbregs,1932.0,201.0,95.0,1958
5636,Billy Kenville,1930.0,188.0,84.0,1954
5637,Billy Kenville,1930.0,188.0,84.0,1955
5638,Billy Kenville,1930.0,188.0,84.0,1956
5639,Billy Kenville,1930.0,188.0,84.0,1957
5640,Billy Kenville,1930.0,188.0,84.0,1958
5641,Billy Kenville,1930.0,188.0,84.0,1960
5672,Dick Knostman,1931.0,198.0,97.0,1954
5673,Clyde Lovellette,1929.0,206.0,106.0,1954
5674,Clyde Lovellette,1929.0,206.0,106.0,1955
5675,Clyde Lovellette,1929.0,206.0,106.0,1956
5676,Clyde Lovellette,1929.0,206.0,106.0,1957
5677,Clyde Lovellette,1929.0,206.0,106.0,1958
5678,Clyde Lovellette,1929.0,206.0,106.0,1959
5679,Clyde Lovellette,1929.0,206.0,106.0,1960
5680,Clyde Lovellette,1929.0,206.0,106.0,1961
5681,Clyde Lovellette,1929.0,206.0,106.0,1962
5682,Clyde Lovellette,1929.0,206.0,106.0,1963
5683,Clyde Lovellette,1929.0,206.0,106.0,1964
5794,Jim Luisi,1928.0,188.0,81.0,1954
5795,Jack Molinas,1931.0,198.0,90.0,1954
5796,Jim Neal,1930.0,211.0,106.0,1954
5797,Jim Neal,1930.0,211.0,106.0,1955
5800,Paul Nolen,1929.0,211.0,106.0,1954
5802,Al Roges,1930.0,193.0,88.0,1954
5803,Al Roges,1930.0,193.0,88.0,1955
5805,Ed Smith,1929.0,198.0,81.0,1954
5806,Joe Smyth,1929.0,190.0,97.0,1954
5810,Don Sunderlage,1929.0,185.0,81.0,1954
5811,Don Sunderlage,1929.0,185.0,81.0,1955
5814,Norm Swanson,1930.0,198.0,95.0,1954
5815,Hal Uplinger,1929.0,193.0,83.0,1954
5816,Isaac Walthour,1930.0,180.0,73.0,1954
5817,George Yardley,1928.0,196.0,86.0,1954
5818,George Yardley,1928.0,196.0,86.0,1955
5819,George Yardley,1928.0,196.0,86.0,1956
5820,George Yardley,1928.0,196.0,86.0,1957
5821,George Yardley,1928.0,196.0,86.0,1958
5822,George Yardley,1928.0,196.0,86.0,1959
5824,George Yardley,1928.0,196.0,86.0,1960
5881,Don Anielak,1930.0,201.0,86.0,1955
5882,Tom Brennan,1930.0,190.0,88.0,1955
5883,Bob Carney,1932.0,190.0,77.0,1955
5884,Fred Christ,1930.0,193.0,95.0,1955
5885,Bert Cook,1929.0,190.0,83.0,1955
5886,Larry Costello,1931.0,185.0,84.0,1955
5887,Larry Costello,1931.0,185.0,84.0,1957
5888,Larry Costello,1931.0,185.0,84.0,1958
5889,Larry Costello,1931.0,185.0,84.0,1959
5890,Larry Costello,1931.0,185.0,84.0,1960
5891,Larry Costello,1931.0,185.0,84.0,1961
5892,Larry Costello,1931.0,185.0,84.0,1962
5893,Larry Costello,1931.0,185.0,84.0,1963
5894,Larry Costello,1931.0,185.0,84.0,1964
5895,Larry Costello,1931.0,185.0,84.0,1965
5896,Larry Costello,1931.0,185.0,84.0,1967
5897,Larry Costello,1931.0,185.0,84.0,1968
6030,George Dempsey,1929.0,188.0,86.0,1955
6031,George Dempsey,1929.0,188.0,86.0,1956
6032,George Dempsey,1929.0,188.0,86.0,1957
6033,George Dempsey,1929.0,188.0,86.0,1958
6034,George Dempsey,1929.0,188.0,86.0,1959
6066,Dick Farley,1932.0,193.0,86.0,1955
6067,Dick Farley,1932.0,193.0,86.0,1956
6068,Dick Farley,1932.0,193.0,86.0,1959
6075,Chuck Grigsby,1928.0,196.0,86.0,1955
6076,Ed Kalafat,1932.0,198.0,111.0,1955
